title,genres,original_language,popularity,production_companies,release_year,runtime,vote_average,vote_count,pc_impact,pcif,gif,pop_actor,success_pot
Lowriders,Drama,en,0.7088,universal,2017,1.7777777777777777,6.7,0.2815643325954406,1.5666978714723927,high,high,False,high
Tyler Perry's Madea on the Run - The Play,Comedy,en,0.708,unknown,2017,4.888888888888889,7.4,0.122982122,0.312982092,low,high,True,high
Blaze,Drama,en,0.7078,cinetic media,2018,4.0,6.2,0.1359276088391782,0.00050349,low,high,True,low
L.I.E.,Drama,en,0.7077,belladonna,2001,1.6296296296296298,6.799,0.2815643325954406,0.007152156666666666,low,high,True,medium
One Second,Drama,zh,0.7073,edko,2020,2.148148148148148,7.6,0.1974186699807112,1.3118682375,medium,high,False,high
Black and White,Drama,en,0.7073,palm,1999,1.7037037037037033,4.7,0.1715276968684868,0.00046621000000000005,low,high,True,low
Winter in Wartime,Drama,nl,0.7069,fu works,2008,2.0740740740740735,6.8,0.4628011443810115,0.092457765,low,high,False,low
Inhale,Drama,en,0.7066,26,2010,1.8518518518518512,5.946,0.3301099071808613,0.06827180000000001,low,high,False,low
Maniac Cop,multiple,en,0.7065,shapiro,1988,0.7407407407407405,6.2,1.174802904967183,0.0,low,low,False,low
The Apparition,Drama,fr,0.7064,proximus,2018,4.7407407407407405,6.2,0.3624736235711419,0.02159558272727273,low,high,False,low
Rambling Rose,Drama,en,0.706,seven arts,1991,2.7407407407407405,6.4,0.1521094670343185,0.037096995714285715,low,high,True,low
When Time Ran Out...,multiple,en,0.7059,warner bros,1980,3.4074074074074066,5.7,0.1618185819514026,1.6886122643533121,high,low,True,low
My Way,Drama,fr,0.7058,studiocanal,2012,5.4074074074074066,6.4,0.8188020246740974,0.2975150791538462,low,high,False,low
Rosewood,multiple,en,0.7058,warner bros,1997,4.814814814814815,6.6,0.2750915893173845,1.6886122643533121,high,low,True,low
Delgo,multiple,en,0.7054,fathom,2008,1.4074074074074074,5.0,0.1585822103123745,0.090906635,low,low,True,low
Extreme Ops,Action,en,0.7053,paramount,2002,1.333333333333333,4.8,0.2686188460393284,1.516934121304348,high,high,True,low
"Hetalia: Axis Powers: Paint It, White!",Animation,ja,0.7053,unknown,2010,0.37037037037037024,7.2,0.074436548,0.312982092,low,medium,False,medium
Home Fries,Comedy,en,0.7051999999999999,warner bros,1998,1.333333333333333,5.0,0.2556733594832162,1.6886122643533121,high,high,True,low
Ida,Drama,pl,0.7051000000000001,eurimages,2013,0.5185185185185182,7.3,2.757388636451901,0.03280070454545454,low,high,False,high
The Wash,Action,en,0.7051000000000001,lionsgate,2001,1.333333333333333,4.9,0.2653824744003003,0.4699119434177216,low,high,False,low
Witchboard,Horror,en,0.7049000000000001,blue rider,1986,1.7037037037037033,5.9,0.4789830025761518,0.01885995,low,high,False,high
Loft,Drama,nl,0.7045,woestijnvis,2008,3.185185185185185,6.9,1.045348039406061,0.11401518,low,high,False,medium
Sleep Dealer,Drama,en,0.7043,likely story,2008,1.1111111111111107,5.9,0.3204007922637772,0.176669928,low,high,False,low
Mao's Last Dancer,Drama,en,0.7041000000000001,unknown,2009,3.1111111111111107,6.7,0.3139280489857211,0.312982092,low,high,False,low
Kabir Singh,Drama,hi,0.7039,t-series,2019,7.185185185185185,6.7,0.3301099071808613,0.012416682142857143,low,high,False,high
Tales from the Hood,Horror,en,0.7031,40 acres and a muleworks,1995,1.6296296296296298,6.2,0.3851282250443383,0.19628566733333333,low,high,False,medium
5 Flights Up,Drama,en,0.7030000000000001,revelations,2014,1.2592592592592595,6.006,0.8738203425375742,0.13844917125,low,high,True,low
The Big Kahuna,Comedy,en,0.7027,trigger street,1999,1.1111111111111107,6.8,0.977384235,1.2377697366666667,medium,high,True,low
Lovely & Amazing,Comedy,en,0.702,lionsgate,2001,1.1851851851851851,6.2,0.2103641565368234,0.4699119434177216,low,high,True,high
Woodstock,Documentary,en,0.7017,warner bros,1970,10.0,7.5,0.7217108755032557,1.6886122643533121,high,medium,False,high
The Class,Drama,et,0.7015,amrion,2007,1.6296296296296298,7.449,0.6343288412494983,0.03434748,low,high,False,low
If Lucy Fell,Comedy,en,0.7008,motion picture oration of america,1996,1.2592592592592595,5.0,0.1359276088391782,0.04603421285714285,low,high,True,low
Dany,Comedy,fr,0.7007,mi,2018,1.0370370370370372,5.3,0.4466192861858712,0.0,low,high,False,low
Fortress of War,multiple,ru,0.7005,unknown,2010,4.666666666666666,7.292,0.4207283130736468,0.312982092,low,low,False,low
Ghosts of Mississippi,Drama,en,0.7003999999999999,castle rock,1996,4.074074074074074,6.5,0.3721827384882261,0.5559630912068966,low,high,True,low
50 to 1,Comedy,en,0.7003999999999999,ten furlongs,2014,2.5925925925925917,6.7,0.184473183,0.010694539999999999,low,high,False,low
One Night with the King,Drama,en,0.7001999999999999,unknown,2006,3.5555555555555554,6.8,0.1747640685075148,0.312982092,low,high,True,low
Once Upon a Crime,Crime,en,0.7,metro-goldwyn-mayer,1992,1.4074074074074074,5.8,0.2394915012880759,1.0234533082758621,medium,medium,True,low
Tiny Furniture,Romance,en,0.6999,tiny ponies,2010,1.7777777777777777,5.9,0.4174919414346188,0.00424149,low,medium,False,low
Kokowääh,Comedy,de,0.6996,barefoot,2011,2.962962962962962,6.272,0.7767291933667326,0.0006947250000000001,low,high,False,high
Hansel & Gretel,Fantasy,ko,0.6990999999999999,cj,2007,3.1111111111111107,6.7,0.4757466309371237,0.26621805482758615,low,medium,False,low
King of the Hill,Drama,en,0.6988000000000001,bona fide,1993,2.0740740740740735,6.9,0.4142555697955907,0.20090623999999999,low,high,True,low
Stage Fright,Thriller,en,0.6982999999999999,warner bros,1950,2.5925925925925917,6.8,0.7799655650057608,1.6886122643533121,high,medium,True,low
Broadway Danny Rose,Comedy,en,0.6982,orion,1984,0.6666666666666661,7.2,1.226584851191632,0.1658575165,low,high,True,low
The Quiet Ones,Horror,en,0.6972,exclusive media,2014,1.7037037037037033,5.1,1.9159320103046071,0.49677489999999996,low,high,False,high
When Worlds Collide,Science Fiction,en,0.6968,paramount,1951,0.5925925925925926,6.3,0.4628011443810115,1.516934121304348,high,high,False,low
Kinjite: Forbidden Subjects,Action,en,0.6963,globus,1989,1.6296296296296298,5.5,0.2038914132587673,0.14704207,low,high,True,low
Romanzo Criminale,Crime,it,0.6956,cattleya,2005,5.703703703703704,7.2,1.8997501521094668,0.091139308,low,medium,False,high
Badlapur,Crime,hi,0.6956,maddock,2015,3.9259259259259256,7.1,0.3204007922637772,0.030127869999999998,low,medium,False,medium
Lost in the Sun,multiple,en,0.6955,unknown,2015,1.481481481481481,6.0,0.2945098191515528,0.312982092,low,low,True,low
A Tale of Love and Darkness,Drama,he,0.6952,focus s,2015,1.481481481481481,5.6,0.3818918534053102,0.34496050417475727,low,high,True,low
Decibel,Action,ko,0.6948000000000001,unknown,2022,2.5925925925925917,6.8,0.05825469,0.312982092,low,high,False,low
Metropolitan,Comedy,en,0.6940999999999999,waverly,1990,1.7777777777777777,6.9,0.3754191101272541,1.861346034,high,high,False,high
Italian for Beginners,Comedy,da,0.6940999999999999,zentropa s,2000,1.481481481481481,6.5,0.3333462788198894,0.047256188235294115,low,high,False,high
Solarbabies,Science Fiction,en,0.6931,unknown,1986,1.4074074074074074,5.4,0.2038914132587673,0.312982092,low,high,False,low
Stepfather 2,Horror,en,0.6924,unknown,1989,1.333333333333333,5.407,0.2330187580100198,0.312982092,low,high,False,low
Shopgirl,Comedy,en,0.6913,touchstone,2005,2.148148148148148,5.9,0.6699289292788069,1.2053670535714285,medium,high,True,low
The Missing Lynx,Animation,es,0.6913,icaa,2008,1.6296296296296298,6.0,0.080909291,0.01629950375,low,medium,False,low
Ironweed,Drama,en,0.6913,hbo,1987,5.037037037037036,6.6,0.3204007922637772,0.5386662076470587,low,high,True,low
Blood Feast,Horror,en,0.6909,lewis,1963,0.0,4.7,0.4239646847126749,0.02049823,low,high,False,high
Elvis Has Left the Building,Comedy,en,0.6905,capitol,2004,1.1111111111111107,5.4,0.1359276088391782,0.024353302499999997,low,high,True,low
Unknown,multiple,en,0.6902999999999999,unknown,2006,1.7037037037037033,6.2,1.1294937020207905,0.312982092,low,low,True,low
Diner,Comedy,en,0.6902,metro-goldwyn-mayer,1982,2.5925925925925917,6.9,0.7314199904203399,1.0234533082758621,medium,high,True,medium
Silent House,Horror,en,0.6895,elle driver,2011,0.7407407407407405,5.432,1.0744753841573136,0.047658490000000005,low,high,True,high
Gold Diggers of 1933,Comedy,en,0.6894,warner bros,1933,1.6296296296296298,7.2,0.3365826504589175,1.6886122643533121,high,high,True,high
Love's Labour's Lost,Comedy,en,0.6893,unknown,2000,1.333333333333333,5.6,0.1747640685075148,0.312982092,low,high,True,low
Black Bread,Crime,ca,0.6889000000000001,tv3,2010,2.4444444444444446,6.7,0.3204007922637772,0.5333310800000001,low,medium,False,low
Love Stinks,Comedy,en,0.6888,unknown,1999,1.4074074074074074,6.4,0.1585822103123745,0.312982092,low,high,True,low
Beneath the Darkness,Thriller,en,0.6886,unknown,2012,1.5555555555555554,4.8,0.3754191101272541,0.312982092,low,medium,True,low
The Outlaw,Action,en,0.6875,rko,1943,3.0370370370370363,5.532,0.2524369878441881,0.11182641714285715,low,high,True,low
Born Into Brothels: Calcutta's Red Light Kids,Documentary,en,0.6872,hbo documentary,2004,0.7407407407407405,7.0,0.5307649488006007,0.012350962894736844,low,medium,False,high
Crossfire,multiple,en,0.6872,rko,1947,0.8148148148148149,6.5,0.3009825624296089,0.11182641714285715,low,low,True,low
Black Robe,Adventure,en,0.6863,samson,1991,1.9259259259259256,6.7,0.2556733594832162,0.0014658170000000001,low,high,False,low
National Velvet,Drama,en,0.6853,metro-goldwyn-mayer,1945,3.5555555555555554,7.4,0.2912734475125247,1.0234533082758621,medium,high,True,medium
Kick,multiple,hi,0.6852,nadiadwala grandson,2014,5.2592592592592595,5.9,0.3883645966833663,0.04283143230769231,low,low,False,medium
Heartburn,Comedy,en,0.6851,paramount,1986,2.4444444444444446,6.0,0.5275285771615726,1.516934121304348,high,high,True,high
American Splendor,Comedy,en,0.6848,good machine,2003,1.9259259259259256,7.2,1.2071666213574637,1.5300265666666666,high,high,True,medium
The Mudge Boy,Drama,en,0.6846,unknown,2003,1.333333333333333,6.8,0.2589097311222442,0.312982092,low,high,True,low
Chimpanzee,Documentary,en,0.6843,unknown,2012,0.22222222222222232,7.0,0.3204007922637772,0.312982092,low,medium,True,high
Paper Heart,Comedy,en,0.6843,unknown,2009,0.9629629629629628,5.9,0.2718552176783564,0.312982092,low,high,True,low
The Island,Thriller,en,0.6841,universal,1980,2.8888888888888893,5.3,0.2136005281758514,1.5666978714723927,high,medium,True,low
Parasite,Horror,en,0.6835,unknown,1982,0.7407407407407405,5.098,0.1521094670343185,0.312982092,low,high,True,high
Hideous Kinky,Romance,en,0.6834,bbc,1998,1.7037037037037033,6.2,0.245964245,0.11591021775862069,low,medium,True,low
The Thief of Bagdad,Romance,en,0.6832,unknown,1924,5.481481481481481,7.5,0.4077828265175346,0.312982092,low,medium,False,low
The Pirate,Romance,en,0.6831,metro-goldwyn-mayer,1948,2.0,6.6,0.2330187580100198,1.0234533082758621,medium,medium,True,low
You Kill Me,multiple,en,0.6820999999999999,echo lake,2007,1.1111111111111107,6.1,0.741129105,0.04454385071428572,low,low,True,low
The Enforcer,Drama,en,0.6818,unknown,1951,0.8888888888888884,7.1,0.2297823863709917,0.312982092,low,high,True,medium
Tsotsi,Crime,af,0.6815,unknown,2005,1.4074074074074074,6.9,0.8802930858156304,0.312982092,low,medium,False,high
Antibodies,multiple,de,0.6812,unknown,2005,3.851851851851851,6.7,0.4433829145468432,0.312982092,low,low,True,low
He Who Gets Slapped,Drama,en,0.6804,metro-goldwyn-mayer,1924,0.0,7.6,0.2718552176783564,1.0234533082758621,medium,high,True,low
Little Ashes,Drama,en,0.6801,unknown,2008,2.7407407407407405,6.0,0.3430553937369736,0.312982092,low,high,True,low
Win Win,Drama,en,0.6801,fox searchlight,2011,2.296296296296296,6.8,1.233057594469688,0.40732839562499995,low,high,True,low
Suave Patria,Comedy,es,0.6801,unknown,2012,1.2592592592592595,5.8,0.1585822103123745,0.312982092,low,high,False,low
My Mom Is a Character,Comedy,pt,0.6796,globoes,2013,0.7407407407407405,7.723,1.909459267026551,0.007798454999999999,low,high,False,high
The Frisco Kid,Western,en,0.679,warner bros,1979,2.8888888888888893,6.101,0.3883645966833663,1.6886122643533121,high,low,True,low
A Day Without a Mexican,Comedy,en,0.6785,fidecine,2004,1.7037037037037033,4.9,0.093854778,0.046781819999999995,low,high,False,high
A Coffee in Berlin,Drama,de,0.678,arte,2012,0.9629629629629628,7.1,0.8673475992595181,0.017299251954022987,low,high,False,high
Delhi Belly,Action,hi,0.6778,utv motion,2011,2.0,7.0,0.4466192861858712,0.11343533538461538,low,high,False,high
People I Know,Drama,en,0.6768,unknown,2002,1.8518518518518512,5.3,0.4563284011029554,0.312982092,low,high,True,low
"Bright Lights, Big City",Drama,en,0.6764,united artists,1988,2.3703703703703702,5.7,0.2945098191515528,0.8990610927777777,low,high,True,low
Yahşi Batı,Comedy,tr,0.6763,fida,2009,2.7407407407407405,6.725,0.4174919414346188,0.00042247,low,high,False,high
The Precocious and Brief Life of Sabina Rivas,Drama,es,0.6761999999999999,unknown,2012,2.962962962962962,6.0,0.080909291,0.312982092,low,high,False,low
Amelia,Adventure,en,0.6761999999999999,fox searchlight,2009,2.666666666666666,5.6,0.6310924696104703,0.40732839562499995,low,high,True,low
The Apostle,Drama,en,0.6757,unknown,1997,4.37037037037037,6.5,0.3786554817662821,0.312982092,low,high,True,high
Farewell to the King,War,en,0.6755,orion,1989,3.1111111111111107,6.0,0.1747640685075148,0.1658575165,low,low,True,low
French Fried Vacation 3: Friends Forever,Comedy,fr,0.6748999999999999,tf1,2006,1.481481481481481,4.1,2.1004051937292063,0.609140679,low,high,False,low
Sugar Hill,Drama,en,0.6746000000000001,beacon,1994,3.5555555555555554,5.9,0.2621461027612722,0.6720895521428573,low,high,True,low
2009: Lost Memories,Thriller,ko,0.6744,cj,2002,4.518518518518517,6.1,0.1909459267026551,0.26621805482758615,low,medium,False,low
Heart Condition,multiple,en,0.6740999999999999,new line cinema,1990,1.8518518518518512,5.7,0.2330187580100198,1.2639715592307692,medium,low,True,low
Bhaag Milkha Bhaag,History,hi,0.674,viacom 18,2013,8.222222222222221,7.5,0.676401673,0.041143349999999995,low,low,False,high
Matewan,Drama,en,0.6732,goldcrest,1987,4.222222222222221,7.256,0.2653824744003003,0.2473351180952381,low,high,True,low
Walker,Drama,en,0.6721,universal,1987,1.4074074074074074,6.4,0.184473183,1.5666978714723927,high,high,True,low
The Body of My Enemy,multiple,fr,0.6721,cerito,1976,3.333333333333334,6.5,0.3009825624296089,0.027984300000000004,low,low,True,high
Murderball,Documentary,en,0.6721,unknown,2005,0.9629629629629628,7.0,0.2233096430929356,0.312982092,low,medium,False,medium
The Goddess of Fortune,Drama,it,0.6719,r&c produzioni,2019,2.8888888888888893,7.2,1.4531308659235955,0.049744619999999996,low,high,False,medium
Tolo Tolo,Comedy,it,0.6718,medusa,2020,1.4074074074074074,6.136,3.640918093906559,0.18335947416666667,low,high,False,medium
Crazy/Beautiful,Drama,en,0.6716,touchstone,2001,1.7777777777777777,6.6,0.9547296335132756,1.2053670535714285,medium,high,True,low
Sidewalks of New York,Comedy,en,0.6716,paramount vantage,2001,2.3703703703703702,6.1,0.1650549535904306,0.2561559222222222,low,high,True,medium
Space Dogs,Family,ru,0.6712,kinoatis,2010,0.7407407407407405,5.4,0.1197457506440379,0.00379033,low,medium,False,low
Mardaani,multiple,hi,0.671,yash raj,2014,2.814814814814815,6.6,0.2524369878441881,0.20673510571428572,low,low,False,high
Thuppakki,Action,ta,0.6706000000000001,v creations,2012,6.666666666666666,7.2,0.2168368998148795,0.022427139999999998,low,high,False,medium
Hidden 3D,Horror,en,0.6698999999999999,caramel,2011,0.5185185185185182,3.35,0.1682913252294587,0.12751219444444445,low,high,False,low
Pina,Documentary,de,0.6697,arte,2011,2.296296296296296,7.4,0.6893471591129753,0.017299251954022987,low,medium,False,high
A Thin Line Between Love and Hate,multiple,en,0.6695,new line cinema,1996,2.4444444444444446,5.8,0.2006550416197392,1.2639715592307692,medium,low,True,high
Tape,Drama,en,0.6691,ifc,2001,0.8148148148148149,6.8,0.55341955,0.00762333698630137,low,high,True,low
The Last Five Years,multiple,en,0.6688,lucky monkey,2014,1.4074074074074074,5.9,1.0032752080986964,0.09080653500000001,low,low,True,low
Lawn Dogs,Drama,en,0.6681,toledo,1997,1.9259259259259256,7.2,0.2653824744003003,0.00058502,low,high,True,low
The Spanish Prisoner,Drama,en,0.6679,magnolia,1997,2.5925925925925917,6.9,0.7217108755032557,0.006908330480769232,low,high,True,low
The Damned,Thriller,en,0.6676,ifc midnight,2013,0.8888888888888884,5.6,0.6958199023910313,0.003342626818181818,low,medium,False,low
Meet the Deedles,Comedy,en,0.6674,walt disney,1998,1.333333333333333,4.4,0.2103641565368234,2.4675621212941174,high,high,True,low
Kiss of the Spider Woman,Drama,en,0.667,hbes,1985,3.333333333333334,7.173,0.7670200784496485,0.0,low,high,True,high
Lost & Found,Comedy,en,0.6668000000000001,alcon,1999,1.481481481481481,5.2,0.2556733594832162,0.7035233353571428,low,high,True,low
Kidulthood,Drama,en,0.6666000000000001,tmc,2006,1.0370370370370372,6.3,0.491928489,0.15822034666666665,low,high,True,low
Slacker,Comedy,en,0.6664,detour,1991,1.6296296296296298,6.754,0.7637837068106205,0.214110786,low,high,False,low
The Miracle of P. Tinto,Comedy,es,0.6660999999999999,unknown,1998,2.148148148148148,6.5,0.2589097311222442,0.312982092,low,high,False,medium
True Colors,Drama,en,0.6660999999999999,paramount,1991,2.666666666666666,6.4,0.1715276968684868,1.516934121304348,high,high,True,low
Synonyms,Comedy,fr,0.666,sbs,2019,3.5555555555555554,5.8,0.3301099071808613,0.04511278625,low,high,False,low
Pink,Drama,hi,0.6658000000000001,rising sun,2016,4.518518518518517,7.5,0.5760741517469934,0.015306154999999998,low,high,False,low
Operation Avalanche,Thriller,en,0.6647000000000001,xyz,2016,1.4074074074074074,6.2,0.5242922055225445,0.006033011764705882,low,medium,False,low
The Broken Hearts Club: A Romantic Comedy,Comedy,en,0.6647000000000001,unknown,2000,1.5555555555555554,6.566,0.2200732714539076,0.312982092,low,high,True,low
Housefull 2,multiple,hi,0.6643,nadiadwala grandson,2012,5.185185185185185,5.5,0.2783279609564125,0.04283143230769231,low,low,False,high
A Madea Christmas,Comedy,en,0.6642,lionsgate,2013,1.8518518518518512,6.6,0.3851282250443383,0.4699119434177216,low,high,True,low
Hillary's America: The Secret History of the Democratic Party,History,en,0.6638,unknown,2016,2.3703703703703702,5.5,0.2071277848977953,0.312982092,low,low,False,medium
The Other Side of Heaven,multiple,en,0.6635,walt disney  home,2001,2.814814814814815,6.3,0.1488730953952904,0.0,low,low,True,low
Mondays in the Sun,Drama,es,0.6631,eurimages,2002,2.814814814814815,7.2,0.5696014084689373,0.03280070454545454,low,high,True,low
One Night Stand,Drama,en,0.6628999999999999,new line cinema,1997,2.0,5.7,0.2589097311222442,1.2639715592307692,medium,high,True,low
Bis,Comedy,fr,0.6627,europa,2015,1.7037037037037033,5.4,1.5825857314847178,0.7073137288571429,low,high,False,low
Romy and Michele's High School Reunion,Comedy,en,0.6623,touchstone,1997,1.2592592592592595,6.2,1.4240035211723432,1.2053670535714285,medium,high,True,low
The Players Club,Comedy,en,0.6617,new line cinema,1998,2.148148148148148,6.27,0.2071277848977953,1.2639715592307692,medium,high,True,high
Hannibal,Crime,en,0.6614,universal,2001,4.148148148148147,6.762,10.0,1.5666978714723927,high,medium,True,medium
Alesha Popovich and Tugarin the Dragon,multiple,ru,0.6607000000000001,ctb,2004,0.0,6.8,0.2686188460393284,0.011913946666666668,low,low,False,low
